809042,13136353
809042,13136356
809111,10598292
809129,19766980
809129,19766982
809129,19766983
809129,19766984
809129,19766985
809129,19766986
809129,19766987
809130,4753223
809130,13138311
809257,4755600
809257,4755601
809257,4755602
809257,4755603
809257,11150448
809257,11166491
809257,15725428
809332,13033912
809332,13033915
809332,17026961
811095,4771027
811095,4771036
811095,13043655
811095,13043660
811109,4771769
811109,4771777
811188,4772448
811188,4772450
811188,13050147
811188,13050148
811188,13050149
811190,12941073
811190,12941074
811190,12941076
811190,12941078
811190,12941081
811194,4772439
811194,4772441
811194,13046615
1616297,13592877
1616297,13592900
1616297,13592928
1616297,13592941
1645749,9492986
1645749,9492987
1646205,9494936
1646205,9494937
1646205,12727745
1646307,9495442
1646307,9495445
1646307,9495448
1646307,12727380
1646307,12727382
1646312,9495544
1646312,9495545
1646353,9495937
1646353,9495939
1646353,9495940
1646353,13040983
1646353,13040984
1646353,13041072
1646359,9495974
1646359,9495975
1646359,9495976
1646507,10672896
1646507,10672897
1646507,12727045
1646507,15725611
1646565,9497467
1646565,13218407
1646565,13218409
1646595,13367067
1646595,13367068
1646607,9497677
1646607,9497679
1646607,13060374
1646619,9497944
1646619,12726956
1646619,12726957
1646631,9499269
1646631,9499271
1646631,11137976
1646631,11137977
1646812,9499444
1687154,9715257
1687154,9715262
1687154,9715272
1687154,9715281
1687342,9716447
1687342,9716463
1687342,9716472
1687342,9716482
1687342,11305666
1687342,11305667
1771358,10259037
1771358,10259039
1771358,10259041
1771358,27192185
1771399,10522414
1771399,10523054
1771438,10319432
1771438,10319434
1771438,12727577
1771438,12727578
1771438,12727579
1780368,10318112
1780368,10373134
1780368,10373135
1780394,10373204
1780394,10373205
1780394,10373206
1780394,13042345
1786558,10351451
1786558,10351454
1786558,10351455
1786558,10351456
1786590,11896631
1786590,12727225
1786590,12727226
1786590,12727228
1786601,10351645
1786601,10351646
1786601,10354484
1786601,10354485
1786660,10352087
1786660,10352089
1787635,10358907
1787635,10358908
1787635,10358910
1787635,10358911
1806699,10539341
1806699,10602871
1806754,12951706
1811016,10593739
1811016,10598170
1811025,12727289
1811025,12727291
1811025,12727292
1811025,12727293
1811025,12727294
1811025,12727296
1811025,12727297
1811037,10686371
1811037,10686372
1811043,10598588
1811043,10598590
1811043,10598591
1811043,10598592
1811047,10598797
1811047,10598798
1811047,10671844
1811047,10671846
1811055,10599018
1811055,10599020
1811055,10599021
1811055,10599022
1811055,12726521
1812078,10671154
1812078,10671155
1812078,10671156
1812078,10726328
1812078,10726329
1812078,10726330
1812078,10726331
1812078,10726332
1837007,10714572
1837007,10714573
1837007,10714575
1837057,10714716
1837057,10714719
1837119,10717435
1837119,10717438
1837119,10717439
1837119,12727153
1837160,10715140
1837160,10715141
1837160,11168498
1837160,12957498
1864609,10834321
1864609,10834322
1864609,10834323
1864609,10834324
1864890,10834420
1864890,10834421
1865096,10838199
1865096,10838200
1865096,10838203
1865106,10838209
1865106,10838210
1865106,10838211
1865106,12726857
1865106,12726858
1865109,10838219
1865127,11401077
1865127,11402376
1865127,12726939
1865127,12726940
1865133,10838243
1865133,10838244
1865154,10838268
1865154,10838269
1875666,17583417
1875666,17583418
1875666,17647314
1875666,17647319
1875666,17647330
1875666,17647332
1875666,17647337
1875687,10880879
1875687,12727138
1875687,12727140
1875687,12727141
1875697,10880936
1875697,13059084
1875717,10880998
1875717,12727036
1875717,17229800
1875717,17229801
1875724,10881089
1875724,12727176
1875724,12727177
1875724,12727178
1875735,10881139
1875735,12727013
1875735,12727014
1875735,12727015
1875735,12727016
1883163,10912903
1883163,10912905
1883163,12727351
1883163,12727352
1883163,12727353
1883171,10938080
1883171,10938081
1883171,12727674
1883171,12727675
1883171,12727676
1883171,12727677
1883171,13040285
1883234,10913641
1883234,10913643
1883234,10913644
1883239,10913696
1883239,10913698
1883239,10913701
1883239,10913703
1883239,10913704
1883242,10913744
1883242,10913745
1883242,10913747
1883295,17626557
1883295,17626558
1883295,17626559
1883295,17626560
1883295,17626561
1883380,10938847
1883380,10938848
1883380,10938849
1883384,10938401
1883384,10938402
1883384,10938403
1883384,15725260
1883387,10915078
1883387,10943148
1883387,12727078
1883410,10915374
1883410,10915379
1883410,12727215
1889489,10946277
1889489,12727669
1889489,12727670
1889489,12727671
1889517,10946325
1889517,11226736
1889517,11226737
1889517,11226739
1889517,11226740
1889517,11226741
1889526,10958075
1889526,12727711
1889526,12727713
1889576,10946669
1889576,10946670
1889576,10958491
1889576,10958492
1889576,13204525
1889628,10946728
1889628,10946729
1889628,10958763
1889628,10958765
1889645,10946854
1889645,10946855
1889645,10946856
1889645,10946857
1889645,12726627
1895325,10977211
1895325,10977212
1895325,12726891
1895325,13048208
1895347,10975559
1895347,10975561
1911331,11073625
1911331,11073626
1911331,11073627
1911331,11103529
1911377,11073791
1911377,11073793
1911377,11095160
1911377,11095161
1911377,11095162
1911377,11095163
1911377,11095164
1911377,11095165
1911377,11095170
1911377,12726687
1911451,11073977
1911451,11073980
1911451,11095665
1911451,11095666
1911451,11095667
1911451,11095669
1911451,11095670
1911476,11074143
1911476,13047437
1911502,13059143
1911502,13059150
1911502,13059156
1911502,13059322
1911502,13059324
1911519,11074320
1911519,11074321
1911532,11081599
1911532,11081600
1911532,13060649
1911532,13060661
1920603,11143746
1920603,11143747
1920603,11143748
1920603,11143749
1920603,11143750
1920609,11143782
1920609,11143783
1920609,11143784
1920609,11143785
1920609,11143787
1922115,11166443
1922115,11166444
1922115,11166445
1922115,13058966
1922115,13058969
