酒店名称,fishtrip_id,mddid_old,mddid_get,poiid_get,国家
埔里小镇欧式民宿,wv6QmuxZKc4,12594,10222,6103503,台湾
伊达邵渡假旅店,Bk8pJwiJ_SM,12594,12594,7006144,台湾
蔓条丝里-浮田小屋,sUk5v-yC2dI,12594,10819,92672,台湾
卉芯兰园休闲民宿,XkIaj4l_CbM,12594,11067,6580771,台湾
小境家温泉旅店,QTq9mLleM8o,12594,27771,8283810,台湾
杏香红茶香民宿,hlCwDjYjHHo,12594,27771,6117148,台湾
清境凌云山都,7Ix3PJjrXys,12594,10819,6493622,台湾
东光知性民宿,o1qZPyZfdOI,12594,27771,6491977,台湾
日月潭金_平价民宿,NM00LEqd5ms,12594,12594,6117220,台湾
南投伊露民宿,yDceY4ru1fw,16405,16405,8283298,台湾
日月潭文山民宿,6tG1_i5dfNg,12594,10819,8280464,台湾
红木农庄民宿,NjTYsLzXciI,12594,15325,6580798,台湾
清境白熊屋民宿,sIF4R0Bwud8,12594,10222,6119656,台湾
浪漫满屋恋爱故事馆,uHWcIJ-TRzI,12594,11067,5429970,台湾
山中城宝渡假民宿,BEGVZ7w1S9Q,12594,10222,8282890,台湾
日月潭民宿美真馆,5CMxcT-jMfg,11067,12594,6092652,台湾
云海景观渡假山庄,RcHbgcK_dRk,12594,10222,6580762,台湾
清境西雅图璀璨双城(白色山城),0fnxW5vAej8,12594,10222,87272,台湾
日月潭巧儿轩民宿,lCsl0ljud2w,11067,10222,7365754,台湾
清境维多利亚山庄,OL3RLZ1MU5k,12594,64928,6144269,台湾
富嘉福尔摩莎时尚会馆·渡假山庄区,R696QtTSEx4,12594,15325,6493347,台湾
日月潭晶泽别馆,QCI_FlSOG-8,12594,12594,8283440,台湾
弗莱堡庄园,DfIMeDutws8,12594,11067,6116596,台湾
景圣楼饭店,-jIr_jzw8J0,11067,10819,6143386,台湾
柏克莱花园民宿,pAkPXJHyP6I,12594,15325,6100228,台湾
清境凡赛斯民宿,1auSfne6z-I,12594,64928,6493456,台湾
普罗旺斯清境民宿,D8RBog_KVhg,12594,10819,6092757,台湾
日月潭爱之屋,14ReyNjeE1I,11067,12594,8283225,台湾
比佛利山庄,RYn6lYlE1so,12594,64928,6100305,台湾
埔里巧克拉提民宿,Qe61hy78pBo,12594,12594,6493417,台湾
白云渡假山庄,TDxjPvgJanA,12594,64928,32700,台湾
顶代格拉斯度假庄园,s4RNllBiWVI,12594,10222,7041122,台湾
清境欧乡美邸,YLR2x66C4XA,12594,64928,7006136,台湾
优胜美地景观民宿,90qLapRzV0o,12594,10222,6493341,台湾
佳美渡假山庄,MeceR3Qp5O0,12594,10222,7043143,台湾
清境枫叶山庄,tvABlyQ--t0,12594,64928,6102016,台湾
珍谷渡假山庄,5jv_MxYIMdA,12594,15325,8089723,台湾
清境春雨行馆,kegYK-N1Q5k,12594,15325,8284316,台湾
棕_泉民宿,0vrU8eXAYrg,12594,12594,8282924,台湾
俪景花园山庄,BUeGjTyxKKg,12594,27771,8283577,台湾
台北圆山大饭店,qRgeBX4-wsA,10819,15325,6094615,台湾
西门町三只老虎旅社,SZ-mq8piZAA,10819,10222,7006083,台湾
台北西门町雅典娜出租套房,9bVhdYh2j1U,10819,27771,8283378,台湾
师大理想家民宿,Mkv1nVUtHIs,10819,10222,8283741,台湾
台北车站捷运套房,B4o9ujHoR7U,10819,27771,6259453,台湾
力丽哲园饭店·台北馆,sNsrjHdSrb8,10819,44503,92480,台湾
台北睡过头小窝,qY1oS9FMFk8,10819,27771,7041641,台湾
途中 台北国际青年旅舍,uOJgwDE42Nk,10819,10222,6151510,台湾
理想家民宿二馆,QCEblDUu89I,10819,10222,6581773,台湾
台北的窝酒店式公寓,YtLGECeXP3k,10819,,,台湾
西门町竞选总部,s0zVi9qbj18,10819,27771,7728411,台湾
庆尔喜旅馆,E0Lh9eANvac,10819,27771,7006408,台湾
窝在家(西门町)(旅舍),2wZnB5Cuuiw,10819,,,台湾
俞心屋民宿,QdxhXM7hPw4,10819,10222,8285866,台湾
福泰天_泉会馆(北投),L1SPcBHZu78,10819,62848,6558313,台湾
清翼居旅店二馆,D47WYbVVHtQ,10819,62848,6587118,台湾
台北,dxpD2xdcn9k,10819,10819,8733886,台湾
太空舱旅舍,ZueA65FD-As,10819,10819,8386779,台湾
台北绿舍轻旅,ZQADC_Q4u5g,10819,27771,8282888,台湾
洛_背包客栈,kCrlr92QXUQ,10819,27771,8283772,台湾
贝壳窝青年旅舍,QBo_Zo10N90,10819,,,台湾
台北俏皮屋,69EZgphHu_k,10819,10222,7005859,台湾
卡乐町旅店,XmMbzYo89xA,10819,10819,8335743,台湾
台北迪乐商旅,uaq0OWDRViI,10819,15325,92561,台湾
台北东门旅店,_oXcS4-PspM,10819,15325,7042526,台湾
阿罗国际旅馆,YCTOMVJivEE,10819,15325,6100310,台湾
台北清翼居旅店,hWyDOHmdH3g,10819,15325,6558309,台湾
力欧时尚旅店(西门馆),Eqfg0bDe_SY,10819,27771,92539,台湾
台北旅乐序精品旅馆,s5f5h6_FHXE,10819,10819,6092727,台湾
戈拉之有酒店,h024Y_y4G_Q,10768,10222,6586326,日本
武藏屋温泉民宿,5S6DTLAjnjA,10768,44503,7041228,日本
箱根万寿屋旅馆,4jfAYdAV0Bo,10768,57315,7039730,日本
箱根强罗温泉 Lalaca(乐之花酒店),jV9x4PCmGps,10768,44503,7041212,日本
近江屋旅馆,q8EXF4ATOlA,10768,112078,8291656,日本
箱根吉浜旅馆,98CgovtVj0c,10768,,,日本
箱根优雅民宿 ,wPK0HzaUO7w,10768,44503,7041690,日本
纪州铁道箱根强罗日式酒店,cQLUFX4YjlY,10768,15325,6325308,日本
一之汤旅馆 仙石原HATAGO店,7_Pmj9TBqUk,10768,44503,7042928,日本
戈拉绿色广场酒店,XVG8wVpWeuY,10768,44503,7041792,日本
马罗德箱根酒店,zbvYbw6DUy8,10768,15325,7040987,日本
汤河原万叶酒店,DhkCtLT1Vik,44503,111855,7043133,日本
鲍威尔温泉酒店,UWbdfg6PvCc,10768,44503,7042688,日本
塔之泽世嘉涛湾酒店,8JpKa2RVjGI,10768,44503,7040309,日本
箱根之森冈田酒店,XAEyQowiNiI,10768,44503,6586329,日本
箱根满天星温泉旅馆,r7HQH8gqwxw,10768,23898,6586311,日本
箱根酒店,OcFHRsi1Zzs,10768,44503,6325387,日本
拉库恩酒店,jjPVhO5ce2A,10768,15325,7042069,日本
一之汤旅馆 强罗店,Ait_Lppq6rk,10768,44503,6323199,日本
佳山水酒店,YPDHjaw383o,10768,27771,7040866,日本
时计台酒店,NNyB_YbeBEg,10769,27771,8397030,日本
札幌大通公园APA酒店,5blDmp2Q4iU,10769,10769,69749,日本
札幌薄野APA酒店,5P8rd1uLpGQ,10769,15325,20555,日本
新札幌太阳道酒店,gKgisSEwEog,10769,10222,69793,日本
冲绳大和酒店,Lj7rYP8JQrs,61629,11041,83995,日本
那图瓦得酒店,hExbWWQFCHM,62848,27771,7042615,日本
富良林旅之宿旅馆,D6A09RzzlgA,62848,10746,7040959,日本
新富良野旅馆,s_9IXDFWNFo,62848,27771,7042889,日本
赫米姬路绿色立町旅馆,ReVWd-TbQ8I,57315,61635,7041079,日本
坂本姬路绿色旅馆,S0SB6yOZjH4,57315,57315,7039380,日本
姬路永安日式酒店,mHiscYBK8ng,57315,57315,7041518,日本
Engakudo民宿,O-TIdA3QNu8,57315,57315,7041080,日本
姬路588号旅馆,w79Sk1nMYAA,57315,57315,7040139,日本
姬路凯富日式旅馆,TucTCmaIhgo,57315,57315,7043023,日本
APA姬路站北日式酒店,M2JTIF8rdgg,57315,16211,7043587,日本
岐山姬路梦前桥旅馆,SLdGuAZG5bI,57315,10222,7042277,日本
亚之杰姬路旅馆,TEVwIXJMghI,57315,57315,7040206,日本
姬路广场日式酒店,MgL9VikyrAo,57315,10222,7041844,日本
姬路站前长居旅馆,BpHRbpeM_5c,57315,16211,7042554,日本
东横相生站新干线口旅馆,MKjmVbdVbck,57315,112294,7039033,日本
神户三宫联盟旅馆,qDnhYYHBQ3U,0,27771,6586957,日本
神户三宫方丹别墅旅馆,tvjWGsvt5SM,15298,57315,6586942,日本
神户岐山旅馆,UvvQetoQtvU,15298,10222,6586962,日本
神户奥苏塔雪富旅馆,Q9JFvsVHjXE,15298,10222,7040440,日本
神户旧居留地trusty旅馆,_3UEMd0tauc,15298,27771,6586926,日本
大和鲁内神户三宫旅馆,8tI2wrFOrpo,15298,21434,6586947,日本
和歌山APA旅馆,h9fYlyh_GYE,22283,16211,7039350,日本
和歌山第二富士旅馆,98xnpRD6-UI,22283,16211,8421306,日本
和歌山第一富士旅馆,_c-hAl35Cns,22283,27771,8421313,日本
BKWeekly宅邸旅馆,Y9nFC7wF2l0,22283,27771,6532360,日本
和歌山大和鲁内旅馆,8uTLvgQkE-8,22283,44503,7039864,日本
西宫_酒店,8uzo5GC5XkE,10747,27771,7041294,日本
河口湖站旅馆,Nb-gRwttiWc,10747,30849,7041165,日本
山之内宾馆,PvHPyq3V170,10747,44503,7040830,日本
日本零度项目旅馆,6BfLekf1lSY,10747,111866,7039553,日本
克玛雅旅馆,ZGxBBgiBqvI,10747,30849,7041384,日本
霍托里奈特旅馆,fXM3sg5D9wc,10747,30849,7038975,日本
迈克尔的富士山旅馆,NdqrEU12KuE,10747,21434,7039488,日本
富士豪景酒店,UGjHslY4pho,10747,30849,7042648,日本
 奈良高天客舍,vJrBzZWmSW4,16283,16283,7041252,日本
藤田奈良旅馆,cuu4hROI2rI,16283,16283,72376,日本
奈良阳光旅馆,H-i6sCZxtXQ,16283,16283,7041558,日本
新日本胶囊旅馆,jZyDVK1HV1c,10765,10765,8371761,日本
星际之门关西机场酒店,uNy4huZLgfE,34647,10765,87047,日本
京坂环球大厦酒店,2x24JOqzad4,10765,10765,87089,日本
大坂法华俱乐部,9YlZgvyUEMo,10765,10765,87036,日本
APA谷四丁目站前酒店,eaYPPoqY-y8,10765,10765,87127,日本
环球港酒店,XJ15XbDfXgs,10765,10765,87128,日本
大坂科罗纳旅馆,h44owcab3Ek,10765,10765,7043212,日本
梅尔帕克大坂酒店,qeFQ9AXHsXU,10765,10765,86982,日本
京坂universal城市酒店,oOILN7RQwy0,10765,10765,87125,日本
大坂蒙特利姐妹酒店,nJVnjTXrwnk,10765,10765,87121,日本
江坂卡尔顿酒店,tBqD1DJUvgM,34647,10765,86961,日本
新大坂东口超级旅馆,Hvfj_b626vU,10765,16405,7006014,日本
芝山优美达旅馆,AqUTahp4V_U,10765,10765,87117,日本
大坂天王寺超级酒店,kojszp33AMU,10765,10765,7043170,日本
大坂胶囊旅馆,eaGalcrCJvE,10765,10765,6515631,日本
来山旅馆北馆,j_zeeBukqPQ,10765,10765,87044,日本
新大坂青年旅舍,kQWd8Sla4oc,10765,10765,7043139,日本
大坂和香旅馆,VwIT2-bWaAQ,10765,10765,8585860,日本
昭和和平之家旅馆,KBC00bTKqLE,10765,10765,6515655,日本
大坂NCB旅馆,bAt6aKRscNY,10765,10765,86974,日本
大坂本町路线旅馆,EZ319qYJwPE,10765,10765,87017,日本
大坂仓本酒店,sc73mFa9QrQ,10765,10765,6515526,日本
竹家庄旅馆,v8ceNVAspJM,57315,10765,8385312,日本
Guest House Bears守口 ,wP7DhlSOO6g,34647,10765,6515633,日本
大坂新大谷酒店,O_BTa_-jplw,10765,10765,87077,日本
新大坂心斋桥酒店,PonOrlQqA5Q,10765,10765,86992,日本
大坂中央商务旅馆,tcoYsGGTGPM,10765,10765,87041,日本
中央绿洲旅馆,5d7xDk_UOaU,10765,10765,87043,日本
京都富豪酒店,E6FMKp73MJg,11042,11042,7039264,日本
宿遥家民宿Kyoto,0rw-QeZ8Xvo,11042,11042,7732775,日本
宿遥家民宿Book,CW8xa_X6-1M,11042,11042,8324885,日本
考山京都剧院旅舍 ,WmucNKUXwYc,11042,11042,7042249,日本
雅顺旅馆,tNclaqHivDU,11042,11042,7039802,日本
天兔红叶旅舍,o6JsU4MQBYw,11042,11042,7038944,日本
京都圣地亚哥旅馆,mpadXU4bMMo,11042,11042,6512514,日本
京都Lantern旅馆,fp3UEsLxggQ,11042,27771,6512498,日本
玉绿露旅馆,OiJwn6hRzY4,11042,11042,7041450,日本
舞鹤古城旅馆,Cd4hXoLCQxk,0,27771,87379,日本
宿遥家民宿Aqua,lD4uOFxuAj4,11042,11065,7040725,日本
京都只园四条阳光酒店,_pXco5z1Izo,11042,11042,6512574,日本
京都悠旅馆,tz5fZOBiF5I,11042,27771,7040357,日本
京都五条旅舍,RWIsUKbRlwQ,11042,11065,7043486,日本
一空只园宾馆,wu4gK3_URNk,11042,11042,7042061,日本
京都五条别馆,4iE5y3mQzgM,11042,11042,7042381,日本
葵京都住宿酒店,4PL0mLoWiac,11042,27771,88401,日本
别墅苑乌丸七条旅馆,rwdL2u3XxSo,11042,11042,7038919,日本
三条宿旅馆,52C-h0YMmXY,11042,11065,7039011,日本
京都旅行者旅馆,HUqzRLXicnI,11042,21434,7928099,日本
京都白河旅馆,hKsK8K0EPYs,11042,11042,88390,日本
京都太阳海岸民宿,zgeNKMYLZto,11042,11042,6512606,日本
京都城市酒店,FMdPHZoN7JY,11042,21434,88374,日本
京都达亚旅馆,khYaAvjl4wg,11042,21434,8073830,日本
希促间旅馆,MI54l3vnpZ4,11042,27771,6581745,日本
马克亚京町旅馆,tbnox67-Wv8,11042,27771,8536123,日本
京都和乐庵,p_fS6dLMp9I,11042,11042,6512569,日本
京都木音旅馆,FzC-BzHwlcc,11042,11042,6512533,日本
京都山崎旅馆,DUQjjmB2CP4,11042,11065,6512578,日本
京都赤塔旅馆,5oi7U_jqBFU,11042,11065,88347,日本
十四春旅馆,Uf5c-PPFQxw,11042,11065,88395,日本
片冈民宿,DksMM0Xczok,34647,147031,7040257,日本
京都和宿里民宿,P6Omkx6GZIs,11042,11042,88412,日本
京都阿尔蒙特旅馆,4BAJRseGXH0,11042,25327,8085449,日本
京都温泉鸠屋瑞凤阁酒店,eSGfj2MQ8q8,11042,11042,8338072,日本
京都第二塔楼酒店,50zBSP-qlLw,11042,11042,88393,日本
京都金波楼,4ys6Tjoe6Ys,11042,11042,7040303,日本
宫崎富豪旅馆,1c2Jn7PS3XA,11042,,,日本
京都三条三井花园旅馆,SwT_nPk7Zb4,11042,11064,7042338,日本
平安之森京都旅馆,-KyFrsusMkE,11042,11042,88371,日本
馨乐庭旅馆,uvGK-Afemuw,11042,11064,88292,日本
花图罗宫川町公寓,P54tnPJt_SQ,11042,11042,8356640,日本
京都广场酒店附楼,743xITYlnHA,11042,11042,8330466,日本
尤欧基安旅馆,Jil-zPsN3gQ,11042,11042,7039868,日本
陶月旅馆,ZUrWZsV11_E,11042,11042,7041589,日本
绿风庄日式旅馆,0rBxJg8Lfbs,11042,11064,88302,日本
泷川旅馆,e7YZQFlLaEo,11042,11042,7042788,日本
京都村旅馆,8S5izREB0FM,11042,11042,8856785,日本
只园休兵卫旅馆,Y-zkqyat1-g,11042,11042,8545844,日本
京都清水花京旅馆,eu8wVIbKqUM,11042,11065,7041901,日本
日本桥别墅酒店,b4n-rxxf1a8,10222,10222,87482,日本
锦系町胶囊旅馆 ,InlmChWVCD0,10222,10222,87352,日本
藏前K民宿,hLc5YkJQdnU,10222,10222,87334,日本
东京藏前客栈Nui,P4klFLtE1WE,10222,11065,6517654,日本
侯氏会馆酒店,5w6GrzIpEsQ,10222,10222,87268,日本
浅草太阳道酒店,XfPLfwCd_xQ,10222,25340,8285369,日本
浅草&胶囊旅馆,zwSZTAkzxqc,10222,10222,7039661,日本
新光洋旅馆,vswNfDdEYcg,10222,25340,6049609,日本
东京加优酒店,B5hQ5q5lcLw,10222,10222,87354,日本
新世纪胶囊和桑拿旅馆,Dip3B7KNeh4,10222,10222,7041093,日本
汤岛胶囊旅馆,y9mxUHBbH3M,10222,15325,6517672,日本
大冢胶囊酒店,MOGOEhy3psU,10222,10222,6517757,日本
胶囊桑拿世纪酒店,DVuStC9gXW0,10222,10222,7039354,日本
爱努雅本馆,VuBMkGlAsGA,10222,10222,7042022,日本
霍特亚经济旅馆,yUZKq1r2xJ4,10222,10222,7042952,日本
世纪桑拿胶囊旅馆,hrSbvHYM430,10222,10222,7042611,日本
 东京商务酒店,XivivUYGBj0,10222,10222,87342,日本
池袋广场胶囊酒店旅馆,bUTQrkK4l8U,10222,10222,7042886,日本
海滨大森旅馆,03A2Ejtj4g8,10222,15325,7039072,日本
神田胶囊旅馆,XfpvAbddcQg,10222,15325,6517632,日本
东京木场旅馆,689KZjR1oUc,10222,22346,87252,日本
赤羽桑拿胶囊旅馆,WyyoYDJJH6I,10222,10222,7039512,日本
丹迪桑拿胶囊酒店,zsgTfCOSosM,10222,10222,7039354,日本
池袋绿洲胶囊旅馆,RnK9E0ZY-eY,10222,10222,8288945,日本
阳光之城王子酒店,rQ8RowebsNg,10222,10222,87441,日本
浅草集市广场酒店,sZtQg9RRK6g,10222,10222,6517831,日本
半_门格兰亚克酒店,9zKVtMU6S8U,10222,10222,87227,日本
绘织山丘民宿,Fn2mgvsTZ0g,19811,62848,7913841,日本
札幌中村屋美食旅馆,4v8xPLgKCho,10769,10769,6336824,日本
旭川旅馆,j-4EUWzLk3o,61630,10746,7040245,日本
小樽背包客栈杜之树,ayea9_S1OFg,19816,19816,7042146,日本
札幌法华俱乐部酒店,PmFIt3X3IUg,10769,10769,69761,日本
札幌弗莱姆旅馆,dKOyW4hG41k,10769,10769,69767,日本
薄野温泉旅馆,PkJXpCOVZp0,0,10769,7043280,日本
札幌汉密尔顿旅馆,qvBmcFIXQJI,10769,10746,69713,日本
札幌罗姗旅馆,4lwPCsdltz0,10769,15325,7042797,日本
萨佛罗Spa旅馆,6i9lcEkm5IY,10769,15325,7042302,日本
札幌浅野旅馆,TlSxQ6kwrH8,10769,15325,7041746,日本
桥本龙太郎旅馆,fz_qz8cPvRc,10769,16405,7041456,日本
札幌考山国际青年旅舍,tRPbjGAkYCc,10769,16405,7042687,日本
民宿,xXzxar3USLM,19811,16405,6325345,日本
札幌NADA民宿,eZbOoKVmaTg,10769,15325,69777,日本
函馆帕皮特鲁民宿,By2GFslFLyg,59480,59480,7042245,日本
自由来客酒店,IAPHc2A6Hwo,10746,15325,7042896,日本
函馆村B&B民宿,ZvwmCh4F2rE,59480,16405,7041674,日本
农场阿尼玛故乡,E7_BpWmRDZQ,10746,10746,7040493,日本
函馆罗伊萨旅馆,4A_J0yK6_Ew,59480,11065,7043021,日本
函馆五棱郭旅馆,gOMZTrzmgas,59480,15325,7039115,日本
札幌蒙特利酒店,Zapt7c9feFY,10769,15325,69788,日本
Yama的地瓜园,MUVzoaIFuW0,52237,52237,8285819,台湾
绿岛新宇别馆,1ucLek9ShT0,10360,10360,6494405,台湾
绿岛明通别馆,sgTWSVmNFWc,10360,10360,8284696,台湾
绿岛乌龙院民宿,044qbxirBuw,10360,10360,7692337,台湾
绿岛双发渡假饭店,1MLbNLgQ27s,10360,11065,8285677,台湾
绿岛监狱民宿,w6Oggj3nf0U,10360,10360,6143300,台湾
恋恋火烧岛,VZOB0FM7LKw,10360,10360,6494625,台湾
绿岛70脚落民宿,zZIkfVUKAHU,10360,10360,7379368,台湾
绿岛法式小酒馆,vQRi7rmMKo8,10360,11065,8285269,台湾
绿岛噜噜米的家,x4KOZ1U5UL8,10360,11065,7386058,台湾
绿岛微风民宿,anile0ehnLg,10360,10360,6494573,台湾
绿岛晶龙景观民宿,_BRRFZUCD84,10360,11065,8085423,台湾
楼仔厝咖啡民宿 ,73dEB_1zYAg,62975,10819,7382699,台湾
九份慢慢民宿,_7NEfDUWaas,23039,11065,8085426,台湾
九份金瓜石101,4f-ED-nr_gQ,62975,23039,5979713,台湾
八番坑41民宿,nLXRb577mgc,23039,23039,6496056,台湾
九份悠然居,KfDRXxEHKuQ,23039,11065,8280350,台湾
温莎堡-香草花园民宿,N9pgz6MQxLs,23039,11065,6095284,台湾
石山水禅民宿,u_fdriFmPrY,62975,,,台湾
美好时光民宿,7iZ5qw8Q0AI,23039,11065,6495986,台湾
八番坑旧道口民宿,Q8OaGwNaiMs,23039,15325,6096727,台湾
九份允诚民宿,3eQN_9n2vtY,23039,15325,8280700,台湾
绿野村山庄民宿,zhKLFVo5hi8,62975,15325,6495966,台湾
九份风之谷,DLgC27iCs90,23039,15325,6495955,台湾
九份巧苑民宿,vUyaY3afl4Y,62975,15325,8280351,台湾
云山水小筑,mf6GScgBd0Y,62975,23039,7006124,台湾
温莎堡-老舍民宿,ZUCdKvzXU4s,23039,23039,6095284,台湾
九份八号巷民宿,DYztz8cLtew,23039,23039,6103602,台湾
记忆九份民宿,F0hCfpx7TJ0,23039,15325,6055301,台湾
利未庄园民宿,dfmI_LGVgVg,62975,15325,6496873,台湾
温莎堡-函馆民宿,5PV2idup92Q,23039,15325,6095284,台湾
我们的家187民宿,sBypsDZnnRs,62975,15325,5979466,台湾
九份市下巷民宿,k2AG0l8arZY,23039,15325,6123103,台湾
九份云在山房民宿,bzS1U3IenNA,23039,23039,5979638,台湾
九份_里Villa115民宿,JpeE-Xrf024,23039,15325,8605303,台湾
和风小筑民宿,uvR005EXTAY,23039,10819,6100309,台湾
九份九重町客栈,AIYd3Wshjxo,23039,15325,7006110,台湾
民宿,5Fai43qz5zw,62975,15325,6101923,台湾
九份马克村庄民宿,H6B429-Deuc,23039,15325,6100205,台湾
九份雨天晴民宿,wHd6z26ofZ8,23039,23039,7352668,台湾
九份爱的物语(经济馆),ANDT7zcDszg,23039,23039,5979463,台湾
五番坑公园堡(新馆),A6J99edOS8c,23039,23039,6101973,台湾
九份多桑的店,yLQmYWSzaNY,23039,23039,6120158,台湾
九份。未眠者花园民宿,xQorl5NbnEg,23039,15325,5966629,台湾
九份阳光味宿,Zj195EP1yJ0,23039,23039,6092628,台湾
九份爱琴海民宿,CnTZzdGcvME,23039,23039,6092678,台湾
九份老街施家民宿,-r5slS9x_7c,23039,23039,5441838,台湾
澎湖海悦饭店,sN-oh3qhRDY,11066,15325,8286267,台湾
澎湖海之径民宿,KB-idSfwSAg,11066,11066,8286208,台湾
玄武岩之美民宿,hWenOvC69XE,11066,11066,8089945,台湾
澎湖龙弘民宿,gxHQ_XF7Y3k,11066,15325,8280488,台湾
澎湖海湾湾民宿,D9X4gUqHMag,11066,11066,8284366,台湾
澎湖益美民宿,inMtujURfjk,11066,15325,8286400,台湾
人鱼之丘民宿,sz5tsSL8M48,11066,15325,5787178,台湾
北非花园旅店,gygUKv9bqR4,11066,11066,7386406,台湾
澎湖海璞民宿,CXnDyPaxXsA,11066,11066,8286210,台湾
楼仔下古厝民宿,v9AeDYj5XKg,25339,25339,8285095,台湾
二泉湖畔咖啡民宿,h-uo8Hab9Vs,58690,,,台湾
海角42号民宿,ZkIKpeFFE-g,27771,15325,8323888,台湾
海的垦丁旅店,_sa8SuY5tBw,21434,27771,5533450,台湾
隆德旅客之家民宿,4oP_F4CmERI,21434,27771,5979610,台湾
垦丁岩手旅店,b6SDHPhOccw,21434,15325,7372630,台湾
垦丁亚维侬度假庄园,_7hdXbPEUXU,27771,21434,7005962,台湾
海湾罗曼史旅店,4p3bN49Xvuk,21434,15325,7694188,台湾
福宾别馆(一馆),j0qkQ9_TR6U,21434,15325,6102057,台湾
福宾别馆(二馆),RSzXXne5Gr8,21434,27771,6102057,台湾
垦丁海芋旅店-大街馆,odRulSZFW4w,21434,27771,6121072,台湾
垦丁都法豪华庄园,wlUOkU3YDMs,21434,15325,6151467,台湾
垦丁湾二馆,xwDBClwINmo,21434,15325,8286399,台湾
夏威夷风民宿,F_K0MNWbxZU,21434,15325,6092703,台湾
垦丁小帆船渡假中心,2vS_nBC_BHc,21434,15325,5533635,台湾
珊瑚海度假旅馆,t6MkOW2-xfw,21434,15325,6581705,台湾
初露民宿,vFoeIJKRke4,21434,15325,6493897,台湾
清吉明山庄,jJrd_QalHzs,21434,27771,8073811,台湾
阿飞冲浪北非三馆,B3qE5dTCAzo,21434,27771,7377920,台湾
垦丁简单生活,7wMfJbZSIGk,21434,21434,8285929,台湾
垦丁龙坑民宿,A3TCy9dY0Ic,21434,15325,8284291,台湾
垦丁幸福空间,iT8UOwYQB4U,21434,15325,8280366,台湾
阿飞冲浪旅店五馆,7J0MxJIatcs,21434,27771,8088968,台湾
苏老爹民宿,YSHz-O2KBbc,27771,15325,7379362,台湾
垦丁靓岩民宿,gGC6GTjyQ9o,21434,15325,6116511,台湾
绿波廊度假旅店,bWdc5MhL7wQ,27771,15325,8734643,台湾
垦丁明君旅栈,C0TLBg4m9d8,21434,15325,7005888,台湾
垦丁幸福小栈,9FEr2eMgJOE,21434,27771,6098228,台湾
Timehouse渡假别墅,I5St11wFmec,21434,27771,6581730,台湾
新芽民宿二馆,usvkp0ET7EY,27771,15325,6495125,台湾
大尖山饭店,phrnyYLwd-0,21434,15325,8280623,台湾
垦丁旅游之家,bTAOFwYQHLo,21434,15325,8282863,台湾
福乐度假饭店,lwmD8j6LHwE,21434,15325,5533435,台湾
垦丁磐石旅店,Ex_-I-vHOfI,21434,10819,6493749,台湾
漠丽舍海景民宿,eO4blDq_iAc,21434,10819,6116620,台湾
加利利民宿,uie8JdwQwDk,21434,10819,7383243,台湾
垦丁泽信旅店,1QxYl3Sjen0,21434,15325,6092661,台湾
贝壳湾渡假旅店,APJXhupKq9I,21434,15325,5429852,台湾
垦丁心语渡假旅店,c9N6-L3FeTk,21434,27771,6495138,台湾
垦丁星光花园,vWHFXNfxWJQ,21434,10819,8285692,台湾
水岸海景渡假旅店,vZUZWZPFSoA,21434,10222,5430016,台湾
垦丁以马内利冲浪旅店,tC4A6LeKn38,21434,10819,8283384,台湾
垦丁迎薰旅店,dDnQwFBW8Zg,27771,27771,6103394,台湾
垦丁绿美旅店,aC9Y6buEtGE,21434,15325,8282488,台湾
垦丁欣欣度假旅馆A馆,8pX_tkWClBM,21434,15325,6581786,台湾
垦丁美芳旅店,hPhR1f21eHQ,21434,10222,6495431,台湾
垦丁顶佳旅店,GcZkalRFidk,21434,27771,6260110,台湾
巴士海峡渡假民宿,RM5zL7InB44,21434,27771,7397155,台湾
浪点冲浪民宿,aSfNdCRS5ng,21434,15325,7383345,台湾
金沙湾海景旅店,WuFvWGyO7aw,21434,16211,6092721,台湾
垦丁吉境旅店,uoTEZ0Pr36M,21434,16211,8283892,台湾
合欢精致民宿,KANWixfv3QA,21434,15325,6581711,台湾
垦丁蓝海旅店,KmX_KdZaTvY,21434,16211,8283601,台湾
灯塔情人馆,aFW1j8XwT48,21434,15325,8285913,台湾
丰致休闲旅店,XvD0uuIHtOc,21434,27771,7379502,台湾
米尼米民宿,2EUd3N3wf-Y,21434,16211,8085376,台湾
垦丁小湾旅店,w6F65T0ZoCs,21434,15325,6581785,台湾
夜宿海生馆,304Mpmd5Yfg,27771,15325,8085368,台湾
垦丁大弯山庄,Kl562KSBJHw,21434,10819,6581726,台湾
金城渡假旅店,4NzcEnG4_DM,21434,15325,6581710,台湾
垦丁豆の民宿,_KHIBiau048,27771,16211,6148209,台湾
安堤卡乡村风格民宿,rraZXl95s4M,21434,21434,7005926,台湾
垦丁围园旅店,g0qx_1n-L_I,21434,10819,6126143,台湾
垦丁脚踏车旅店,qIspYDnoPLw,21434,10819,7377719,台湾
梦幻垦丁时尚会馆,eIXcqB7ZItU,21434,10819,8283782,台湾
大为渡假旅店,xjt8cosC23E,21434,27771,6581702,台湾
垦丁海园别馆,UPwtBAc4Ous,21434,15325,6101974,台湾
垦丁佳欣旅店,AzPUUirgeEA,21434,15325,6581797,台湾
垦丁海边散步咖啡宿,T6e6C6i9efw,27771,15325,6120334,台湾
垦丁kiwi旅店,GGnnw-m2M_E,21434,12594,8283764,台湾
