酒店名称,fishtrip_id,mddid_old,mddid_get,poiid_get,国家
夏日垦丁民宿,g4tB1A7x7fc,21434,10819,7377871,台湾
垦丁红舍旅店,7pV4B2Zqbpk,21434,10819,8282717,台湾
垦丁良河民宿,5Yq0ug0LHpY,21434,11067,8283175,台湾
垦丁阳光&海民宿,gHNeEW0-rMA,21434,27771,8280528,台湾
垦丁金华海岸,O6xsPi-3VLU,21434,27771,6103375,台湾
垦丁圣亚旅店,m4MZ2mjKBGQ,21434,15325,8085371,台湾
垦丁白皮屋,5OV2vFggjeM,21434,27771,8280719,台湾
垦丁琅峤雅舍,B1H0coBCS88,21434,16405,6298368,台湾
垦丁古曼旅店,iuBczZbaQIg,21434,27771,8280372,台湾
 南湾湖畔民宿 ,ZoDF9p9slgk,21434,64928,92669,台湾
垦丁兴吉旅店 ,DscCbYQnFbg,21434,10222,8088863,台湾
垦丁101民宿,asavr1PJG5I,21434,27771,6495859,台湾
pomelo庭园民宿,1sRm29FBsBY,21434,21434,8283051,台湾
窝之宿民宿 ,MrYxq13wPFM,21434,10819,6581716,台湾
达伶的家民宿,V0v4x3lN57I,27771,27771,6495932,台湾
垦丁民宿海之恋,PGgYl-Kh0CI,21434,27771,5979490,台湾
Morpheus摩菲民宿,kzCmiaxOOGE,21434,27771,6581721,台湾
布列塔尼民宿,e3kH8UkOSNg,21434,10819,6581778,台湾
垦丁向阳海休闲小栈,qmOHTNdmOx4,21434,10222,6101929,台湾
垦丁石牛溪农场,HdNpN_Q7hPs,21434,15325,87523,台湾
玛雅之家渡假民宿,_Jr5cezQtp8,21434,15325,6092639,台湾
垦丁情景民宿,bGTxYINbol0,21434,15325,6493793,台湾
垦丁放空间民宿,l-6YtZKsbU8,21434,10222,5979631,台湾
遇见垦丁民宿,VIXw48t9ZLw,21434,27771,6581744,台湾
垦丁沪月别馆,HqPzAn-LapE,21434,15325,8734538,台湾
垦丁- 爱情海,VpExB4kzTok,21434,27771,6100346,台湾
The House民宿,CtaGhSNThos,21434,15325,6581761,台湾
希腊风情民宿,6HU6HSKImgY,21434,15325,5533421,台湾
南湾梦海旅店,9u_MZtfuZ-0,21434,10819,7923918,台湾
恋海126风情旅栈,fV0aYiR9AE8,21434,27771,5533424,台湾
立吉兴旅店,AVuN5BKc0M0,21434,15325,8284065,台湾
垦丁南湾伊朵,n13sfCjZ4Ss,21434,15325,6121456,台湾
经典公仔民宿,EGt10vd78us,21434,15325,6298329,台湾
垦丁田园旅栈,XXqjnoGHoOI,21434,15325,8073809,台湾
阿飞冲浪旅店一馆,ICrzrUe5oJQ,21434,10222,32659,台湾
阿飞冲浪旅店二馆,wHZZZl8ost4,21434,10222,6581776,台湾
力丽哲园饭店·垦丁馆,FCPvAm1CET0,21434,10222,6581773,台湾
莎莎的拉梦,XQRrO_9krsY,21434,10769,6092751,台湾
南湾浪花旅店,lPQMRe6NQrY,21434,10819,7383483,台湾
垦丁海滩恋情,oJSI4BY9o38,21434,27771,6103378,台湾
南湾大坂六,tG0E4cAtIJw,21434,10222,8282992,台湾
垦丁Hana花宿,W7wfaBehfJk,21434,10222,5533586,台湾
海族轩民宿,yenOAAfzKtk,21434,27771,8073817,台湾
黑与白时尚会馆,eAJeZ6Z4BpE,21434,62848,6558313,台湾
垦丁龙庄民宿,C2PaRnNRVQA,21434,62848,8406635,台湾
伯利恒渡假中心,pew7C6Tv1go,21434,27771,5533634,台湾
夏奇拉乐活旅店,uXh5u3I49nU,21434,112237,8734615,台湾
垦丁岸恋民宿,fGXSmp9FzOY,21434,112083,6581714,台湾
垦丁航海民宿,lxLAismMIzg,21434,27771,7383678,台湾
垦丁迦那会馆,9xMZLIunRQA,21434,27771,8283772,台湾
恋恋莎堡民宿,gs997NAG9P4,21434,10222,5429885,台湾
垦丁秀风民宿,Xso28P_83Is,21434,10222,6100354,台湾
新芽民宿一馆,X-75HaQOp1Y,27771,10819,6495125,台湾
恋恋白砂民宿,AWHzZlxp__k,21434,30849,6258233,台湾
翡丽金旅店一馆,o5biW57asps,21434,57315,6092707,台湾
垦丁幸福小旅行,ZGrAW0N33nw,21434,15325,8066828,台湾
美好垦丁旅阁,juCmuF9c_YI,21434,27771,8085535,台湾
Lulu villa 听·静海,_FpwvQROJBs,21434,15325,8343210,台湾
垦丁新大坂饭店,IlSMUNJUc8M,21434,27771,6581708,台湾
滨海之家民宿,MihErVM7yY4,21434,30849,8085387,台湾
垦丁龙园居,cg1GW7mWGVg,21434,27771,5533636,台湾
垦丁海逸精致民宿,iywH3qpJyxw,21434,15325,6581750,台湾
垦丁随缘民宿,okWjm8uTT4k,21434,27771,8085379,台湾
垦丁金洋丽舍,rPu-s_y9bq8,21434,57315,6581693,台湾
垦丁月居旅店 ,5qxnKsYhanI,21434,57315,7383363,台湾
玛玛鲁鲁民宿,u7E0rQ2_7hk,21434,44503,6495825,台湾
垦丁桥庭民宿,qnO1fO4npvY,21434,27771,8280469,台湾
海洋之星民宿,wbnD9I1kdFA,21434,27771,6103550,台湾
垦丁觅夏旅店,bwTHVMgjeGY,21434,10222,8089105,台湾
垦丁长禧旅店,Df_J-E44aTE,21434,15325,7896372,台湾
Againn庭园旅宿,RPKjRHGI4dQ,21434,27771,8090097,台湾
夏尔丽精品会馆,LkeE7fPbCsQ,21434,27771,8284032,台湾
垦丁亚哥之家,GXY6b1_h0pg,21434,27771,6581724,台湾
垦丁 沐心时尚会馆,KL0CpFbF6sk,21434,27771,8079929,台湾
垦丁华纳小筑,vIbVrjCxmeY,21434,27771,6144909,台湾
苹果咬一口ROOM,fsTvcDKaGNw,21434,15325,6258207,台湾
国境之南民宿,1qHAd-srGU4,21434,15325,5979879,台湾
春英悦来会馆,us890z2hlqM,21434,44503,8283876,台湾
海南岛精品旅店,kBHA8HIg7vw,21434,27771,6581749,台湾
垦丁夏漾旅店,uhwAWDNB20E,21434,27771,6493904,台湾
爱丁堡十六民宿,YcBTa1Mcwq8,27771,44503,8285764,台湾
 垦丁海岸旅店民宿,J49FIacxVUE,21434,27771,5429803,台湾
萌香渡假旅店民宿,-zNKS6Jomi0,21434,10222,32860,台湾
垦丁椰道翠林屋,ca3wILttXW8,21434,27771,6495850,台湾
垦丁沙点民宿,vVHh0jOwCK0,21434,57315,5533705,台湾
垦丁渡假文教会馆,ecBpCYQyOxc,21434,27771,8089136,台湾
垦丁椰子宿,xLYG2AenklA,21434,57315,6101899,台湾
垦丁星辰民宿,efSA2a0pACc,27771,57315,6102101,台湾
垦丁寻梦园,6M92dbMdSsM,21434,44503,6119054,台湾
张船长民宿,ymKSNx1focE,21434,16211,6495198,台湾
香蕉湾海景民宿,0eSooj-lwvc,21434,27771,6494875,台湾
马丁威旅店,1lPxVSswFVo,21434,16211,6581765,台湾
沐夏垦丁会馆,45noYH-dQBs,21434,21434,6581754,台湾
竹蜻蜓旅行屋,8ASa8f03beE,21434,27771,6299697,台湾
天空好蓝民宿,UdK8Figa2DI,21434,57315,7006294,台湾
垦丁蝴蝶旅店,-_8wimd4bjc,21434,10222,5533602,台湾
垦丁金海旅店,5RT8tDm5rjo,21434,10222,6581763,台湾
云朵轻民宿,PPSe2vEaj8o,21434,10222,6103502,台湾
垦丁好时光,Dx-K7uG1NH0,21434,27771,8088967,台湾
垦丁南海旅店,iipIUdnOvrQ,21434,10222,6495787,台湾
垦丁沐乐弯民宿 ,wqas5n-Rdqo,21434,,,台湾
海角42号民宿三馆,l_7InKdA1FY,27771,16211,8323888,台湾
垦丁海韵旅店,-pOZUF3tM7w,21434,10222,6094341,台湾
漫步酒庄民宿,yvbgYpbHd2E,21434,10222,5533511,台湾
卡米克特色民宿,sCo6MQ5wCXw,21434,,,台湾
白水木水漾会馆,N0Ywjci_cco,21434,27771,7372402,台湾
美栈-大街旅店,n_9phBpz8xA,21434,,,台湾
垦丁光现旅宿,vIgOOlCZN5A,21434,30849,87819,台湾
垦丁亚曼达会馆,jL6ijHgpKhs,21434,27771,6581800,台湾
茉莉小栈民宿,B-r5_pPWJgM,21434,10819,6098872,台湾
牛奶白民宿,gnTJ9CYdRbE,21434,111855,8285766,台湾
垦丁微风会馆,zLTGAiqSO-o,21434,44503,6581701,台湾
垦丁上好旅店,DpgUSNin-U0,21434,44503,6581696,台湾
夏朵阳光旅店,1GfAzgUlTDI,21434,44503,5533637,台湾
洋老院民宿,MNboLwpr3nU,21434,27771,6267373,台湾
 垦丁小丑鱼度假村,KuldopHCRi4,0,62975,8285396,台湾
垦丁福容大饭店,yoG5hjfcc0E,21434,10222,6102056,台湾
垦丁夏都沙滩普罗馆,JItkkO7vkHk,21434,27771,5533498,台湾
垦丁悠活度假村,cBamEk91QaY,27771,10819,8507023,台湾
垦丁静观行馆,eFdnonhZKZk,21434,27771,6581748,台湾
JustHi就是海民宿,D3VdWUYilVs,21434,27771,6493907,台湾
垦丁小岛旅店 ,OWBLG5f4xnI,21434,27771,6581734,台湾
草儿摆摆民宿,WLzOCE-HwPw,21434,27771,8078645,台湾
垦丁Zero+旅宿,TjdCP65diw8,21434,27771,8079927,台湾
慢拾光旅宿,cevnGZJpkAM,21434,27771,8285846,台湾
白砂15民宿,oMUEB7xrVlA,21434,12594,5533564,台湾
彩虹森林民宿,pX_O9mvWUWU,0,10222,8286426,台湾
萱草森林乡村民宿,Tx95TT9Uj1A,25327,64928,8085516,台湾
慕哲哈比屋民宿,CEsvJHgxm-g,25327,25327,8090017,台湾
苗栗玉荷园,6c9gS7p6tFE,25327,25327,8286380,台湾
米堤园民宿,x1ynWYDFeHA,25327,25327,8285434,台湾
苗栗_娟梦田,MiSlQJMbJEg,25327,25327,5429985,台湾
福轩养生馆,-kedH-XZjL4,25327,25327,8285440,台湾
  逗号民宿,SXEtbW_P7-A,25327,25327,8283957,台湾
苗栗百合山庄,svToTg9gH48,25327,25327,34773,台湾
南庄晶华民宿,XMTQuLimpTg,25327,135885,8284148,台湾
摘星楼民宿,nYTyJkSQ5Wg,25327,10222,6492834,台湾
印象.泰雅渡假民宿,p0midX6hNmc,25327,25327,8284966,台湾
桐颜桐雨花漾会馆,XNgmVYUvl84,25327,25327,6493015,台湾
南庄橄榄树咖啡民宿,de9RUoDrujw,25327,25327,8282882,台湾
湖畔花时间,oIiQA3uGspw,25327,25327,8284026,台湾
幸福绿光民宿,JFa2P2h5FzU,25327,25327,8284941,台湾
苗栗油桐花坊,9VAxD4f42V8,25327,25327,5429986,台湾
尖石_里森林温泉渡假村,Rbx3ZgA70Ho,58690,58690,8282325,台湾
托斯卡尼田间民宿,hAw-h590RMk,58690,58690,8286759,台湾
欧佳家民宿,P4jpAvV4hk8,58690,58690,8286313,台湾
会来尖石渡假村,tguOoL8QIB0,58690,58690,8286249,台湾
台南许愿宿,h_5TcdeqVNc,11064,11064,8286011,台湾
台南灵魂公寓,6H4T8cTLsxc,11064,11064,7920361,台湾
台南窄宅民宿,vyWAuqQzJGQ,11064,11064,8283678,台湾
漫步巷弄民宿,N1q-QMdn-GM,11064,11064,8284225,台湾
台南旅行家,WHULphii8T8,11064,11064,8089456,台湾
台南窝好宅,cezn83BNtPo,11064,11064,8284008,台湾
台南晨曦山庄,LzDdH1YbhGo,11064,11064,6494235,台湾
五隆园咖啡民宿,Mf0seRyMGfY,22346,22346,8286150,台湾
向阳田园居民宿,gUEGVAmjOKc,11064,11064,8286145,台湾
台南仁惠皇家山庄,WI4d8ZWT4xk,22346,22346,8285128,台湾
欧悦时尚汽车旅馆永康馆,dfMdnVjJTn8,11064,11064,7006227,台湾
台南家新大饭店,_mdSi1r1OmU,11064,11064,6581839,台湾
台南友爱部屋,oBeTJWv9G6U,11064,11064,8282256,台湾
吾宅-小欧馆,BMclFe7RWZ4,11064,11064,8284161,台湾
台南禾悦馆,HijNrC0X04Y,11064,11064,8283551,台湾
乡村故事旅栈,ShzZQa2_w-M,11064,11041,7006287,台湾
喜星经典旅馆,Pttxo7ezeGI,58705,58705,6116587,台湾
桃禧航空城酒店,xtu4wSNGXrI,58705,10819,6093525,台湾
桃园福容大饭店,ruaGd5LKW8c,58705,58705,7005741,台湾
东港乐游趣民宿,rvwHQECZn4U,27771,27771,8286240,台湾
台东耕园民宿,kOzwADLCs10,25340,25340,6494653,台湾
湖光山色民宿,Eh57hrzOF0o,25340,25340,6494370,台湾
台东香香民宿,2MZpU42gWOU,25340,25340,8284237,台湾
台东日光旅店,bGb4xu0dBdQ,25340,112078,8286323,台湾
四季春田园民宿,E8DewJJ-tJE,25340,25340,8085419,台湾
鹿野咏情民宿,-uJxA9L3D3A,25340,25340,6494767,台湾
贤情玉致民宿,fa6BAhbWe-0,25340,25340,6494704,台湾
笔筒树山庄,AzYjf78HNuI,25340,25340,6494708,台湾
庄稼熟了民宿,cAeiJlxrRY8,25340,44503,5979886,台湾
台东金兰民宿,fsgkmcAIBKI,25340,25340,8284737,台湾
池上大坡池度假会馆,FmB_jK5KbOs,25340,25340,8468326,台湾
小英格兰民宿,1IiBYkCBjtE,25340,25340,8282859,台湾
玛莉荷兰馆,53_3ujYkoB8,25340,,,台湾
台东鹿野高台民宿,vBlfIaiSUxY,25340,25340,8282379,台湾
台东花园玫瑰民宿,A4zPG29HAuY,25340,25340,8282654,台湾
云海湾海景民宿,4oQyWdomZEY,25340,25340,6494404,台湾
台东碧峰山庄,koNP3Z4L_PU,25340,10222,8285521,台湾
蕃茄咖啡民宿,MHJ9NWj0u90,25340,25340,6494748,台湾
雁窝庭园民宿,3rLrTOelIiw,25340,25340,6494256,台湾
乐活小筑民宿,wZmYi7y-X0c,25340,25340,8285831,台湾
台东萝斯玛莉,6VmxdDEwfDg,25340,25340,8088309,台湾
台东腾旅行民宿,-4k0s-Lezj8,25340,25340,8375689,台湾
发现幸福种子,YS-9LwMLS0k,25340,25340,6494360,台湾
台东河南边民宿,t7lmK-SBHxQ,25340,25340,6494283,台湾
台东池上福吉园,vdxbzKaZf3s,25340,25340,6494431,台湾
渡边森活庭园民宿,IQWK3geFviY,25340,25340,5960166,台湾
轻旅小站民宿,vh1x8M--igM,25340,25340,8285783,台湾
安庆67精品民宿,hDV6t7mtSGo,25340,25340,8283233,台湾
台东伊亚咖啡民宿,USQAG5Vq3vw,25340,25340,6494666,台湾
金谷农庄民宿,lyBkzPTwAqU,25340,25340,8286149,台湾
友爱自然民宿,C4PpUw6D-e0,25340,75883,7006187,台湾
艾薇家  艾家,ahDhmltz-b4,25340,25340,6494564,台湾
艾薇家  薇家,CBWoHEUw6Ok,25340,25340,6494564,台湾
鹿鸣温泉酒店,napLBHzCsGw,25340,25340,5783074,台湾
阿里山高山青大饭店,CpuaYtfr5r0,12594,22346,6092733,台湾
阿里山天一民宿,IbVjK9ynw6U,10044,10222,87389,台湾
香林薇拉民宿,zhnFVSRe5WQ,22346,22346,8285398,台湾
阿里山翠堤民宿,NmTesXt3nfA,10044,22346,8283719,台湾
阿汉的家民宿,lGqBGWq1gjQ,22346,22346,8085481,台湾
孟宗筑民宿,EOYqlyOBDZw,22346,22346,6493021,台湾
幼叶的林民宿,PkzY0wae3jQ,22346,22346,8283064,台湾
茶云居民宿,pzUR0ZfHRhI,10044,10222,6493130,台湾
茗园茶叶民宿,ewIHm2RXnqY,22346,22346,8282973,台湾
 一品茶叶民宿,NYQSI6wiCRg,22346,22346,8282535,台湾
樟树湖茶叶民宿,kfh0_cBS45g,22346,22346,8282533,台湾
嘉义优游商旅,7nZNdHz5u7g,22346,22346,7372619,台湾
掌声响起民宿,yTxO28u95mM,10044,22346,8282532,台湾
阿里山神木宾馆,Ni--bsT3s5E,12594,22346,6092686,台湾
野姜花民宿,s3TNYJRXqpw,22346,22346,8283234,台湾
伊莎贝尔花园民宿,NDAkzhsWqeA,22346,22346,8285293,台湾
星光森林民宿,5WXtDOfFKfE,22346,22346,6582979,台湾
四季星空馆民宿,fNsF3d8iCJo,22346,22346,6493144,台湾
渊明居山庄,0VKKZ8dsRxw,10044,22346,6582995,台湾
嘉义当归民宿,RtKIMaw4_G4,22346,10222,6582975,台湾
逢甲快乐马,LZyFaPVQqvk,16405,111947,8375968,台湾
逢甲沃克旅店,nQjPA36cvmg,16405,16405,8658071,台湾
逢甲微笑客栈,a91kQRzVMxM,16405,16405,8657533,台湾
逢甲Footpace,mwRUq9Llw3E,16405,16405,8736246,台湾
创意时尚旅店,Q1FpWnqLBq8,16405,16405,6586549,台湾
台中雅筑民宿,YoP1tN_6KGQ,16405,112304,6494780,台湾
台中幸福农庄,HIZ58uIxLP0,16405,16405,8286155,台湾
台中心恋逢甲,mTakBZRFLhM,16405,16405,7348537,台湾
流星花园民宿,gYW5DzV-34k,16405,16405,8282301,台湾
台中慕恋商旅,xzeYP4VTzjc,16405,16405,8301816,台湾
台中莉莉之家,Qx1_Ex7O8xo,16405,44503,7914523,台湾
逢甲阿里巴巴,Dn5OvJZYdQw,16405,11067,8561308,台湾
台中走跳公寓,txYSJmlmZ74,16405,16405,8736354,台湾
在附近背包客民宿,tFPOVqBp5gw,16405,16405,8285712,台湾
台中逢甲蓉蓉,eSQUr5Sdj4U,16405,16405,8285897,台湾
台中黎客商旅,fLnsvFhbN0M,16405,16405,5483969,台湾
伊丽莎白酒店,8JPmvlwYwBQ,16405,16405,8283825,台湾
薇米精品商旅,lLD9OW1yduc,16405,16405,7006262,台湾
台中星漾商旅,asIl45jbYNY,16405,16405,8561299,台湾
仁美时尚饭店,IRnSCKusCkE,16405,16405,7006059,台湾
台中宝华商旅,gP5-Wc4D31g,16405,16405,6586618,台湾
塔木德饭店光复馆,MD3HYW5k1Rw,16405,16405,8088657,台湾
仁美商务饭店,-p2GygtPV3E,16405,,,台湾
台中佳园民宿,8qWXgTvgTnQ,16405,16405,8286162,台湾
台中馨舍民宿,lNguB49NqpA,16405,16405,8286160,台湾
山顶上民宿,ngRVxOqMRgQ,16405,16405,8285321,台湾
荷兰风情民宿,HqRJk51HPWE,16405,16405,8285314,台湾
台中东势的家,IpEv3fCxU_M,16405,16405,8286152,台湾
台中花田民宿,k8h-KfsmNEo,16405,16405,8736516,台湾
台中昭月民宿,yIHHzTf6HNE,16405,27771,8282422,台湾
怡东商务旅馆,0ndJ_uVhXGc,16405,16405,7006014,台湾
情人谷民宿,KkDlEdwlrXM,16405,16405,8284597,台湾
绿柳町文旅,EbCtkgMNTlc,16405,27771,8283090,台湾
台中港酒店,a5YDL9iqKR0,16405,16405,6586570,台湾
台中红点文旅,Jq4nVrWa4c8,16405,27771,8324171,台湾
木佃轩民宿,t9aNw0OIElI,16405,16405,8284059,台湾
香草House民宿,ill6Ps_ay7A,16405,16405,8285315,台湾
85 涵馆民宿,M-7iy-R9W8Q,11065,11065,33714,台湾
高雄三多馆,_4Yru6ExW7o,11065,11065,8283740,台湾
人字山庄艺术民宿,8RqTZtd4qfQ,11065,,,台湾
鞍客,1cM-RsFkavg,11065,11065,7382885,台湾
高雄85码头,c9KNOz29oiE,11065,11065,8283582,台湾
85大楼寒舍精品,CHzHgMAE2_Y,11065,11065,6143365,台湾
85大楼以马内利,CtvTK2Q6sgM,11065,11065,6119212,台湾
85大楼幸福驿站,ttEQB4ARPPE,11065,11065,8283092,台湾
城色主题套房,Ff5vDyDqarg,11065,11065,5476683,台湾
美浓云山居民宿,SlLFANM0T1Q,11065,27771,8280608,台湾
高雄意竟主题套房,4ZPhoXGFIKk,11065,10765,92399,台湾
高雄85童年,Zs8UJ2L9vqM,11065,11065,8283191,台湾
高雄敲敲门,DwfVmYPpVlU,11065,11065,8285726,台湾
高雄家家小屋,Y9JWncSPsJQ,11065,11065,8285838,台湾
高雄旅宿-高雄85馆,EfLk_IPiknY,11065,11065,8360517,台湾
拉斯维嘉Life商旅,9GLyXMJ6Trs,11065,10765,92307,台湾
小白兔的窝,3_xcH0T9cQc,11065,11065,7692709,台湾
高雄华宏饭店,d7N3LwfI0X8,11065,10765,92340,台湾
 嘉庆大饭店 ,y-evDBIG0A8,11065,11042,92390,台湾
高雄都会商旅 ,ffox8mNrdYk,11065,11042,92306,台湾
高雄红舍客栈旅店,xUm_Coar8H4,11065,11065,6101913,台湾
爱菲尔汽车旅馆 ,p9XCbqAjJCI,11065,11065,92334,台湾
舜钰商务旅馆,i3jc5vqODqk,11065,11065,92310,台湾
背包客四一,sEu3StVybuw,11065,11065,7896308,台湾
高雄爱至民宿,C6ATI6czfGY,11065,11042,8280616,台湾
宁妮谷民宿,ErYuwnhIYgg,11065,11065,6493172,台湾
蓝色海岸商旅 ,i6gnXMY-Cs4,11065,11065,92347,台湾
高雄棚棚屋,lyabEEooX0Y,11065,11065,6102095,台湾
高雄许愿宿,28qJl20UuVM,11065,11042,8284447,台湾
美浓百果园民宿 ,Uagpu6TOM8A,11065,11065,7006040,台湾
老头民宿渡假山庄,8aXEW5XO-Tg,11065,11065,6493186,台湾
亚特主题套房,XkY0IC6TedM,11065,,,台湾
摩天海湾商旅,H49Qw1kTtmE,11065,11065,6558148,台湾
高雄85沐之岑,UYb1T1uQnG8,11065,,,台湾
高雄庭居商旅,nLvMI4y2jKc,11065,11065,6558149,台湾
力丽哲园.高雄馆,WIEbFmudrHc,11065,11065,6558151,台湾
85水岸星光,6Y0XsYvaqsY,11065,11065,6101934,台湾
那旅,NFZle4Zo7fo,11065,11065,8735847,台湾
吉娃娃商旅,mf2ejZJYiNE,11065,21434,7005960,台湾
米朵花园旅店,0pwrY8DBTMo,11065,11042,32517,台湾
 高雄巴黎商旅,chC8eCtoEGk,11065,11042,92378,台湾
高雄加霏套房,XEiSgGw1I2U,11065,21434,5476679,台湾
高雄梦想小屋,KYGMQFMLAKw,11065,21434,8073830,台湾
高雄碧港良居,nkfPo8uGAJM,11065,27771,7694122,台湾
高雄艾卡设计旅店,iUaBQWPnk2I,11065,27771,92370,台湾
树屋设计旅店,un4ebhCJMX8,11065,11042,8282214,台湾
云端精致旅馆,2-4RyK_tOoU,11065,25327,6558155,台湾
高雄御宿商旅-明华馆,RbN84iHh4SE,11065,11065,7006022,台湾
凯罗艺术大饭店,k5vsK9LzIew,11065,11065,8088160,台湾
康桥商旅-光荣码头馆,QMzdWsgI_Mk,11065,11065,6558162,台湾
康桥商旅-六合夜市中正馆,CnMf5M7UeMo,11065,11065,92315,台湾
美绿生态园 ,vUR06A7f65c,11065,11065,6558160,台湾
高雄帝豪饭店(本馆),BsVej4XNOTo,11065,11065,8730973,台湾
金涌艺术休闲农庄,JWhrdDZpipE,11065,11042,8280405,台湾
湖美茵民宿 ,z2ArJE-QjTs,11065,11042,6269662,台湾
大树南瓜屋,0giT3gZPwIg,11065,11065,8286730,台湾
高雄星旅店,eM8krTWQEew,11065,11065,8283699,台湾
高雄丽景酒店,lYcpAsvxKeQ,11065,,,台湾
城市商旅高雄真爱馆 ,f9qBJqhQYq8,11065,11065,8283744,台湾
高雄大益商旅,CX0GJ5RkyQ4,11065,11065,8558882,台湾
高雄喜悦酒店,B8PSEjL5TKQ,11065,11064,92302,台湾
木森林香草民宿,shj3oo1lN5k,11065,11064,6493159,台湾
统茂松柏大饭店,nnU0UcKmhcM,11065,,,台湾
高雄国宾饭店,hDgybogDlkc,11065,11042,8283815,台湾
高雄丽尊酒店 ,44f-w1_gZgY,11065,11065,21843,台湾
康桥大饭店-六合夜市七贤馆,1ytPT1FqUDk,11065,11064,6103537,台湾
高雄福华大饭店,Zmx4pV5PCpQ,11065,11042,92422,台湾
寒轩国际大饭店,1N6vK22VYe8,11065,25340,92425,台湾
明山庄人文会馆,TupEswe0IMg,27771,11065,7006362,台湾
河堤国际商旅,mT5HO0lF-y8,11065,11065,6582335,台湾
高雄旅行家商旅,BjZN92nNQOk,11065,10222,87482,台湾
高雄林森会馆,b6BJ3oV3-ac,11065,11065,92352,台湾
京城大饭店,jQgGB5pxS-U,0,11065,92428,台湾
君鸿国际酒店,bwHio8Uqyxo,11065,,,台湾
高雄福容大饭店,KA7YdzOyuZQ,11065,,,台湾
义大皇家酒店,45DJeTtIKvs,11065,11065,92308,台湾
阳光大饭店,T55fXez0vu0,0,,,台湾
恋恋枫情民宿,Idh7yM0j0Qg,15325,15325,6101964,台湾
七星海民宿,pHHw-Co457U,15325,25340,8285369,台湾
花莲枫桦民宿,KvRyAln9ZcI,15325,10222,5531293,台湾
猴子冲浪背包客栈,JyzV3hiMbs8,15325,15325,6587057,台湾
海边金卷儿民宿,HTwNcsJj9wY,15325,10222,8286537,台湾
小羊房旅栈,p8kw0CLk8TM,15325,10222,7006345,台湾
阿里巴巴民宿,bRy6Bw7880Y,15325,25340,6100315,台湾
说时依旧民宿,y6Snk3RGvbo,15325,15325,6047528,台湾
海洋风情民宿,O9zayeBGRCQ,15325,10222,6496610,台湾
花莲缪斯民宿,MGF-5_BMHas,15325,10222,7383143,台湾
爱恋乡村风民宿,bpzNlvv8oaw,15325,15325,6587114,台湾
花莲哈啾民宿,F_yOi8NBHr4,15325,25340,6102049,台湾
花莲秘密基地,5J8LOK-5bak,15325,15325,7731132,台湾
维他命概念旅店,SAMAcd-HljQ,15325,15325,8089665,台湾
情定花莲民宿,vl6ckg3bg80,15325,15325,6587062,台湾
花莲_阁民宿,Lkp3rYfe-fY,15325,15325,8283297,台湾
眠月楼民宿,Asn3HYvWhjg,15325,15325,7377426,台湾
太阳花民宿,_EXx-RzZXCY,15325,15325,5531399,台湾
花漾莲芯民宿,V1Tp4jKkoq8,15325,15325,6116578,台湾
花莲十街民宿,PZhhZ9yD-MM,15325,15325,6496576,台湾
花莲纽约民宿,4XGRTGsLsKk,15325,16405,6496233,台湾
花莲东之恋民宿,5JZTO8xHwgY,15325,16405,6092657,台湾
旅行者之家,8cilREhFwcw,15325,62848,8283494,台湾
飞航家民宿,j2-6gkaO1iw,15325,15325,6496732,台湾
花莲禾轩民宿,r4p9rwKVzQQ,15325,15325,8280357,台湾
花莲恬枫民宿,Fz0Zsp1FcNg,15325,15325,8280428,台湾
蓝天白云民宿,Dd-Dufk5FUw,15325,10769,5531131,台湾
白色风车海景民宿,OdNGfY8RFC8,15325,15325,5531356,台湾
雅昀精致民宿,fS7aF6FsDFU,15325,15325,8085380,台湾
花莲有间民宿,5JddMMyEj7o,15325,15325,6049779,台湾
花莲贝拉利亚民宿,8iriDKEm8So,15325,15325,8089562,台湾
花莲欧客庄园,roLoKspGrsA,15325,15325,7739573,台湾
花莲发现民宿,iThI4Ve2zVY,15325,15325,6143308,台湾
城市乐章民宿,EcyG515j_5o,15325,16405,7041456,台湾
南京222民宿,VcIF02veePU,15325,16405,8280594,台湾
柚子之家民宿,fnKnPw799G0,15325,15325,8734835,台湾
爱恋玫瑰套房,CGdjz3BO22E,15325,16405,8658071,台湾
爱恋乡村套房,UHeL9k-7OFY,15325,15325,8507122,台湾
柏林格民宿,tOrR6zHxcao,15325,15325,8507118,台湾
花莲窗外民宿,LkcgJLFlKE8,15325,16405,7006271,台湾
美丽家民宿,QsLPZXlnpL8,15325,15325,7006209,台湾
角舍背包客栈,Z8CXgHv1UVQ,15325,15325,8285681,台湾
张三_厝民宿,3OeiKh5yDQU,15325,15325,7895538,台湾
花莲发现民宿,n9Zkt_bCtZ8,15325,15325,6143308,台湾
丽都小筑民宿,FzVmTt9SFkQ,15325,10360,6101961,台湾
美乐地民宿,HgggaouYUDY,15325,15325,5530989,台湾
花莲大碗民宿,P3GlxcasXuU,15325,15325,6103605,台湾
福杯满溢民宿,r3NJgeUMqAQ,15325,15325,8280745,台湾
浪花主题风格民宿,yeOviYkLwy0,15325,11065,6496686,台湾
波斯菊乐活馆,2PWdJzondtc,15325,15325,8285825,台湾
_舍,dsVue_5HpwE,15325,15325,8773346,台湾
城市经典套房,toUUUZWDAQ0,15325,15325,8282430,台湾
逸心园民宿,lBOMbDTxLuU,15325,15325,8280325,台湾
东方恋人民宿,twNs9m5UVl4,15325,11065,8280346,台湾
